000000391895	[1]
000000318219	[9]
000000554625	[9]
000000086408	[10]
000000204805	[1]
000000113588	[9]
000000384553	[3]
000000012448	[11]
000000540186	[10]
000000269105	[8]
000000060760	[8]
000000166532	[10]
000000360772	[8]
000000191381	[8]
000000340559	[10]
000000258985	[8]
000000509822	[1]
000000229643	[10]
000000166323	[10]
000000086320	[10]
000000256668	[8]
000000081922	[1]
000000050125	[1]
000000364521	[8]
000000001146	[4]
000000097434	[1]
000000310103	[1]
000000032992	[11]
000000138246	[3]
000000197254	[3]
000000251252	[1]
000000037675	[3]
000000159537	[11]
000000075051	[8]
000000549399	[1]
000000015827	[1]
000000510755	[1]
000000175831	[1]
000000079472	[9]
000000315601	[1]
000000503707	[1]
000000074331	[7]
000000579664	[7]
000000369763	[1]
000000199951	[1]
000000213687	[1]
000000108094	[1]
000000368978	[1]
000000077123	[1]
000000513681	[1]
000000437370	[1]
000000078371	[1]
000000560623	[1]
000000289173	[1]
000000052759	[1]
000000561100	[1]
000000150410	[1]
000000009426	[1]
000000014869	[2]
000000281221	[3]
000000440575	[1]
000000545959	[3]
000000511058	[3]
000000091227	[3]
000000170629	[1]
000000207797	[3]
000000179558	[3]
000000368117	[2]
000000015085	[3]
000000467522	[3]
000000040102	[3]
000000403020	[3]
000000006005	[3]
000000521634	[2]
000000402559	[3]
000000484816	[1]
000000081561	[2]
000000227125	[2]
000000189550	[3]
000000505440	[3]
000000067868	[2]
000000241691	[3]
000000545293	[2]
000000439969	[2]
000000410437	[2]
000000431573	[2]
000000127474	[2]
000000028758	[3]
000000163020	[3]
000000281455	[3]
000000380932	[2]
000000231408	[3]
000000305821	[3]
000000459374	[2]
000000190056	[3]
000000121041	[3]
000000156397	[3]
000000173574	[3]
000000267571	[3]
000000158952	[2]
000000308599	[2]
000000351053	[1]
000000495612	[2]
000000095022	[3]
000000216482	[3]
000000358342	[11]
000000573291	[3]
000000322226	[2]
000000161470	[3]
000000452224	[3]
000000110196	[8]
000000564563	[3]
000000093201	[3]
000000155877	[3]
000000373591	[3]
000000084982	[8]
000000386146	[3]
000000074711	[3]
000000531854	[3]
000000015113	[3]
000000197461	[3]
000000144053	[2]
000000271032	[3]
000000098416	[3]
000000078522	[3]
000000134778	[3]
000000518586	[1]
000000049633	[3]
000000129699	[2]
000000117125	[1]
000000007211	[1]
000000356298	[1]
000000520433	[1]
000000183666	[1]
000000409009	[1]
000000329486	[1]
000000231163	[1]
000000383470	[2]
000000075748	[1]
000000117407	[3]
000000183757	[3]
000000437609	[3]
000000434494	[1]
000000542510	[1]
000000146411	[3]
000000205103	[3]
000000235006	[1]
000000190767	[3]
000000490081	[3]
000000571034	[3]
000000384204	[3]
000000089668	[3]
000000209692	[1]
000000551952	[1]
000000535292	[3]
000000168706	[3]
000000414679	[3]
000000486203	[3]
000000060687	[3]
000000122203	[3]
000000099734	[1]
000000419048	[3]
000000414560	[3]
000000241453	[3]
000000178592	[3]
000000328421	[3]
000000530212	[4]
000000278166	[6]
000000260141	[1]
000000007682	[4]
000000540264	[4]
000000412914	[1]
000000242499	[3]
000000105975	[3]
000000066800	[3]
000000511204	[3]
000000030255	[1]
000000453819	[1]
000000260166	[3]
000000207264	[3]
000000370043	[3]
000000307936	[3]
000000458153	[3]
000000446751	[3]
000000451872	[3]
000000031747	[1]
000000466774	[3]
000000420532	[4]
000000421478	[4]
000000387173	[1]
000000516750	[1]
000000289899	[1]
000000419281	[1]
000000069946	[1]
000000109005	[3]
000000216841	[4]
000000338327	[4]
000000077184	[1]
000000291712	[1]
000000024430	[1]
000000553442	[4]
000000207056	[3]
000000476975	[3]
000000304305	[3]
000000076460	[3]
